Bubba Gump,164,,,Bubba_Gump_Shrimp_Co_logo.jpg (https://dl.airtable.com/IwzV1WFhS1K23k4AQ4Hn_Bubba_Gump_Shrimp_Co_logo.jpg),,,67.00%,CardCash,67.00%
Buca di Beppo,165,,131,bucca di beppo-gift-card.jpg (https://dl.airtable.com/hNzM5JE3QQyecQY9UqYW_bucca%20di%20beppo-gift-card.jpg),80%,73.00%,83.00%,CardCash,83.00%
Buckle,166,,73,Buckle.jpeg (https://dl.airtable.com/Rzbf1IxoSLekPLOavmIR_Buckle.jpeg),,,69.00%,CardCash,69.00%
Budget Rent A Car,167,,,Budget_Rent_A_Car.jpg (https://dl.airtable.com/g5swjWozRkyeLHk5RzCK_Budget_Rent_A_Car.jpg),,,51.00%,CardCash,51.00%
Buffalo Wild Wings,168,,75,buffalo_wild_wings-gift-card.jpg (https://dl.airtable.com/8MVjZ1kT1mJI99HKnpWq_buffalo_wild_wings-gift-card.jpg),82%,79.00%,85.00%,CardCash,85.00%
Bugaboo Creek Steakhouse,169,,,Bugaboo_Creek_Steakhouse.jpg (https://dl.airtable.com/eu9rwwGDRCCEww8l66vN_Bugaboo_Creek_Steakhouse.jpg),,,46.00%,CardCash,46.00%
Build-A-Bear Workshop,170,,121,build_a_bear-gift-card.jpg (https://dl.airtable.com/YiJ5hkuSeGz7HdGrV2Lv_build_a_bear-gift-card.jpg),83%,64.00%,86.00%,CardCash,86.00%
Burberry,171,,,Burberry.jpeg (https://dl.airtable.com/hS3m7uHQ2KJGAHCn7uqi_Burberry.jpeg),,,72.00%,CardCash,72.00%
Burger King,172,,203,burger_king-gift-card.jpg (https://dl.airtable.com/Py5EDulFSdKS0K6t0AIf_burger_king-gift-card.jpg),81%,83.00%,84.00%,CardCash,84.00%
Burke Williams,173,,,Burke_Williams.jpg (https://dl.airtable.com/1crmrDxoTiOUYPhvg113_Burke_Williams.jpg),,,47.00%,CardCash,47.00%
Burkes Outlet,174,,,Burkes_Outlet.jpg (https://dl.airtable.com/xONyOKd6TpqNgoXMRYMn_Burkes_Outlet.jpg),,,55.00%,CardCash,55.00%
Burlington Coat Factory,175,,56,burlington_coat_factory-gift-card.jpg (https://dl.airtable.com/4YUFLUZTTOcfbMEusBRc_burlington_coat_factory-gift-card.jpg),81%,72.00%,84.00%,CardCash,84.00%
Burton,177,,,Burton.jpg (https://dl.airtable.com/wAWEixgITUS8sc90PWLK_Burton.jpg),,,68.00%,CardCash,68.00%
Buy Buy Baby,179,,,Buy_Buy_Baby.jpg (https://dl.airtable.com/aQ9LQ93RaOEpwnqENEta_Buy_Buy_Baby.jpg),84%,74.00%,87.00%,CardCash,87.00%
C.O. Bigelow,180,,,C.O._Bigelow.jpg (https://dl.airtable.com/NS8ozgoQt6ltgUOfjWcQ_C.O._Bigelow.jpg),,,76.00%,CardCash,76.00%
Cabela's,181,,82,cabelas-gift-card.jpg (https://dl.airtable.com/z6YkVFnyRQisSTUeH2Cf_cabelas-gift-card.jpg),,,76.00%,CardCash,76.00%
Cache,182,,283,cache_gift_card.png (https://dl.airtable.com/JW24y87uQ7ajmOxRlROJ_cache_gift_card.png),,,67.00%,CardCash,67.00%
California Pizza Kitchen,183,,134,california_pizza_kitchen-gift-card.jpg (https://dl.airtable.com/xqugpO6TzKgOkEGdK9Al_california_pizza_kitchen-gift-card.jpg),76%,74.00%,79.00%,CardCash,79.00%
Callaway Golf,185,,348,Callaway_Golf.jpg (https://dl.airtable.com/gA7lNtfQRPSHnH9fZj2l_Callaway_Golf.jpg),,,50.00%,CardCash,50.00%
Calvin Klein,186,,262,calvin-klein-gift-card.png (https://dl.airtable.com/MzyY5oc0TOSlMG2jFNgP_calvin-klein-gift-card.png),,,69.00%,CardCash,69.00%
Camping World,184,,,Camping_World.jpg (https://dl.airtable.com/paVotH3MTrSBxUjn1qAR_Camping_World.jpg),77%,0.00%,80.00%,CardCash,80.00%
Cantina Laredo,188,,,Cantina_Laredo.jpg (https://dl.airtable.com/kqBdPupIQQeyckNiM8OQ_Cantina_Laredo.jpg),,,45.00%,CardCash,45.00%
Capital Grille,189,,,the capital_grille-gift-card.jpg (https://dl.airtable.com/1G9XTimRdOdq8K98XN8d_the%20capital_grille-gift-card.jpg),,,69.00%,CardCash,69.00%
Captain D's Restaurant,190,,,CaptainDs.jpg (https://dl.airtable.com/eAgntPkqQ6i2FrXwkyRi_CaptainDs.jpg),,,55.00%,CardCash,55.00%
Carhartt,191,,,Carhartt.jpg (https://dl.airtable.com/D40AJG9NSUyNRiQScrEC_Carhartt.jpg),,,46.00%,CardCash,46.00%
Caribou Coffee,192,,,Caribou_Coffee.jpg (https://dl.airtable.com/TAqEZ83KTXKv114GF9rN_Caribou_Coffee.jpg),,,73.00%,CardCash,73.00%
Carinos Italian,193,,,carinos-300x159.jpg (https://dl.airtable.com/QTfQ11rTcaKajflUtvrf_carinos-300x159.jpg),,,45.00%,CardCash,45.00%
Carl's Jr.,187,,,Carls_Jr..jpg (https://dl.airtable.com/97udrOBDSgifVXJsnuwK_Carls_Jr..jpg),79%,78.00%,82.00%,CardCash,82.00%
Carmike Cinemas,194,,,Carmike_Cinemas.jpg (https://dl.airtable.com/H9iOPIIeQ6uFNDbpIUr4_Carmike_Cinemas.jpg),80%,0.00%,83.00%,CardCash,83.00%
Carnival Cruises,195,,,Carnival_Cruises.jpg (https://dl.airtable.com/Hjf7PsQRIy03xNDc02VS_Carnival_Cruises.jpg),,,75.00%,CardCash,75.00%
Carrabbas,196,,100,carrabbas_italian_grill-gift-card.jpg (https://dl.airtable.com/clfHMzMvQqujlIbglWaR_carrabbas_italian_grill-gift-card.jpg),,,75.00%,CardCash,75.00%
Carrows,197,,,Carrows.jpg (https://dl.airtable.com/OK8owcQLRdilxm5HxFME_Carrows.jpg),,,45.00%,CardCash,45.00%
Carson Pirie Scott,198,,320,Carson_Pirie_Scott_1980s_logo.jpg (https://dl.airtable.com/uIfVGZTduWRa9v20htFw_Carson_Pirie_Scott_1980s_logo.jpg),,,67.00%,CardCash,67.00%
Carter's,199,,66,carters-gift-card-gift-card.gif (https://dl.airtable.com/0s1XsWbYSLep8ZoLBZJh_carters-gift-card-gift-card.gif),84%,68.00%,87.00%,CardCash,87.00%
Carvel,200,,,Carvel.jpg (https://dl.airtable.com/4N8dY9TKQx2WQgxxSVTz_Carvel.jpg),,,45.00%,CardCash,45.00%
Casual Male,201,,331,Casual_Male_XL.jpg (https://dl.airtable.com/hby2MU2gSLu868lnsYtp_Casual_Male_XL.jpg),,,68.00%,CardCash,68.00%
Catherines,202,,339,Catherines.jpg (https://dl.airtable.com/G8AQVsGVRXquUScZro45_Catherines.jpg),68%,0.00%,71.00%,CardCash,71.00%
Cato,203,,311,Cato.jpeg (https://dl.airtable.com/PfSfkiiUS7i4S2DD7p4t_Cato.jpeg),,,59.00%,CardCash,59.00%
Cattlemens,204,,,Cattlemens.jpg (https://dl.airtable.com/npAIoDqKS5mRtXqg4XPv_Cattlemens.jpg),81%,0.00%,84.00%,CardCash,84.00%
Cavenders,205,,,Cavenders.jpg (https://dl.airtable.com/8PUAAfnWQZG01Hn4Bw9F_Cavenders.jpg),,,50.00%,CardCash,50.00%
CB2,206,,,CB2.jpeg (https://dl.airtable.com/EnvssMnbQ3makCkYjCx5_CB2.jpeg),,,77.00%,CardCash,77.00%
CCS,1091,CCS,,,,,0.00%,CardCash,
Century 21,207,,307,century-21-gift-card.png (https://dl.airtable.com/s68uPvqS4yT6FJu81Gsw_century-21-gift-card.png),,,65.00%,CardCash,65.00%
Cha Cha's,208,,,Cha_Chas.jpg (https://dl.airtable.com/i6epbWr4TyHuyWri4qYB_Cha_Chas.jpg),,,45.00%,CardCash,45.00%
Champps Americana,209,,,Champpslogo.jpg (https://dl.airtable.com/Fcc41WnTyahNRtxmXeU8_Champpslogo.jpg),,,64.00%,CardCash,64.00%
Champs,211,,,Champs.jpg (https://dl.airtable.com/k5r6HDTkWp7mx4cmAtwy_Champs.jpg),86%,75.00%,89.00%,CardCash,89.00%
Charleston's,212,,,Charlestons.jpeg (https://dl.airtable.com/N7bh0OUNTV6KNJNgNRaX_Charlestons.jpeg),,,66.00%,CardCash,66.00%
Charlie Browns,213,,,Charlie_Browns.jpg (https://dl.airtable.com/jusoUDWQxePpTjqCxJER_Charlie_Browns.jpg),,,57.00%,CardCash,57.00%
Charlotte Russe,214,,185,charlotte russe-gift-card.jpg (https://dl.airtable.com/gUQYuB1QTqycp58nhEUt_charlotte%20russe-gift-card.jpg),,,54.00%,CardCash,54.00%
Charming Charlie,215,,202,charming-charlie-gift-card.png (https://dl.airtable.com/ENs9S9IR321MuLOBIOlT_charming-charlie-gift-card.png),74%,63.00%,77.00%,CardCash,77.00%
Cheddars,216,,,Cheddars.jpg (https://dl.airtable.com/9YpX5ufFRIiNFqVmbF3O_Cheddars.jpg),,,55.00%,CardCash,55.00%
Cheeseburger in Paradise,217,,,cheeseburger_in_Paradise.jpg (https://dl.airtable.com/MBbU85HRTA2vbAYd015Y_cheeseburger_in_Paradise.jpg),,,70.00%,CardCash,70.00%
Cheesecake Factory,218,,144,cheesecake_factory-gift-card.jpg (https://dl.airtable.com/HsytJUm1Sn2K5auUDyKq_cheesecake_factory-gift-card.jpg),83%,,86.00%,CardCash,86.00%
Chevron/Texaco,219,,215,chevron_texaco-gift-card.jpg (https://dl.airtable.com/ixx0VDLJT3mrlxqiEWS4_chevron_texaco-gift-card.jpg),86%,91.00%,91.00%,SaveYa,89.00%
Chevys Fresh Mex,220,,,Chevys_Fresh_Mex.jpg (https://dl.airtable.com/JoZJWw6KT1KQXoIIb4WY_Chevys_Fresh_Mex.jpg),76%,64.00%,79.00%,CardCash,79.00%
Chick-fil-A,221,,252,chick_fil_a-gift-card.jpg (https://dl.airtable.com/TJzMtz7DQFqRfyryTo7R_chick_fil_a-gift-card.jpg),70%,79.00%,79.00%,SaveYa,73.00%
Chico's,222,,113,chicos-gift-card.jpg (https://dl.airtable.com/dYSW3WRYeSeMsV4GM4Nw_chicos-gift-card.jpg),72%,76.00%,76.00%,SaveYa,75.00%
Childrens place,223,,,childrens_place-gift-card.jpg (https://dl.airtable.com/FbAW4SGGR12Sh3os6J5N_childrens_place-gift-card.jpg),,,67.00%,CardCash,67.00%
Chili's,224,,65,chilis-gift-card.jpg (https://dl.airtable.com/8H8bKmfjQyi2pg08lpNo_chilis-gift-card.jpg),81%,83.00%,84.00%,CardCash,84.00%
Chipotle,225,,141,chipotle-gift-card.jpg (https://dl.airtable.com/2NfBC26QQxG5fkx2iIVf_chipotle-gift-card.jpg),83%,84.00%,86.00%,CardCash,86.00%
Choice Hotels International,226,,,choice_hotel.jpg (https://dl.airtable.com/yRmfUDnSWWVgnLpOGL1w_choice_hotel.jpg),,,70.00%,CardCash,70.00%
Christmas Tree Shop,227,,332,Christmas_Tree_Shop.jpg (https://dl.airtable.com/GrZoEuokSRumN4YEVDKM_Christmas_Tree_Shop.jpg),,,60.00%,CardCash,60.00%
Christopher & Banks,228,,,Christopher__Banks.jpg (https://dl.airtable.com/WhKdhAxfTbOPhUBOjbn0_Christopher__Banks.jpg),,,64.00%,CardCash,64.00%
Chuck E. Cheeses,229,,,Chuck_E._Cheeses.jpg (https://dl.airtable.com/GZwQCS0nQRqvh42dipmG_Chuck_E._Cheeses.jpg),,,67.00%,CardCash,67.00%
Churchs Chicken,230,,,Churchs_Chicken.jpg (https://dl.airtable.com/Wc6bmGzrT6GulNnsrXN5_Churchs_Chicken.jpg),,,71.00%,CardCash,71.00%
Cici's pizza,231,,,Cicis.jpg (https://dl.airtable.com/EeIujxe0Qy6AcLIuAOUi_Cicis.jpg),,,60.00%,CardCash,60.00%
Cinemark,232,,296,Cinemark.jpg (https://dl.airtable.com/hA0aqlUQrCGBKUBZHYQC_Cinemark.jpg),87%,76.00%,90.00%,CardCash,90.00%
Cinepolis,233,,,Cinepolis.jpg (https://dl.airtable.com/ixl07MSMWJIkdVAob8JA_Cinepolis.jpg),80%,0.00%,83.00%,CardCash,83.00%
Cinnabon,234,,,Cinnabon.jpg (https://dl.airtable.com/ADHbnrd5QMy8gi4pNjbA_Cinnabon.jpg),77%,0.00%,80.00%,CardCash,80.00%
Circle K,235,,361,Circle_K.jpg (https://dl.airtable.com/JskybEY6RLGeif20Ek9y_Circle_K.jpg),,,73.00%,CardCash,73.00%
Citgo,237,,,Citgo.jpg (https://dl.airtable.com/KebqEV2mTJWKok90c355_Citgo.jpg),71%,93.00%,93.00%,SaveYa,74.00%
Citi Trends,238,,,cititrends.jpg (https://dl.airtable.com/RhK2ptUUSOqwNBnC7KgO_cititrends.jpg),,,45.00%,CardCash,45.00%
City Market,236,,161,city_markets_gift_card.png (https://dl.airtable.com/V9Jg4dlsRdWMkVVu7jsG_city_markets_gift_card.png),,,0.00%,CardCash,
Claim Jumper Restaurants,239,,310,,80%,0.00%,83.00%,CardCash,83.00%
Claire's,240,,297,Claires.jpg (https://dl.airtable.com/Qay7IFVkSJyAD8Im54lc_Claires.jpg),62%,60.00%,65.00%,CardCash,65.00%
Clarks,241,,,Clarks_gift_card.jpg (https://dl.airtable.com/yfGRXw9ARnq1kGN1y1Q0_Clarks_gift_card.jpg),78%,63.00%,81.00%,CardCash,81.00%
Clearview cinemas,242,,,Clearview_cinemas.jpg (https://dl.airtable.com/d6p9H8bQqV2mUrvUECIw_Clearview_cinemas.jpg),,,45.00%,CardCash,45.00%
Clinique,243,,,Logo_Clinique.jpg (https://dl.airtable.com/RqukoCIvSi2ukwglwZDn_Logo_Clinique.jpg),,,47.00%,CardCash,47.00%
Club Monaco,244,,,Club-monaco-logo.jpg (https://dl.airtable.com/rUqNlRDZTaxSqBpc1c7Q_Club-monaco-logo.jpg),,,66.00%,CardCash,66.00%
COACH,245,,45,coach-gift-card.jpg (https://dl.airtable.com/7KNO7MVERsGrCaCUr43Q_coach-gift-card.jpg),85%,88.00%,88.00%,SaveYa,88.00%
Coco's,246,,,Coco's.png (https://dl.airtable.com/XUNnuJJ1TC2HQ2kLeaKt_Coco's.png),83%,63.00%,86.00%,CardCash,86.00%
Coffee Bean,247,,,Coffee_Bean_gift_card.jpg (https://dl.airtable.com/3bdtyXb1TGqItv6z3F8Q_Coffee_Bean_gift_card.jpg),,,64.00%,CardCash,64.00%
Cold Stone Creamery,248,,197,cold_stone_creamery-gift-card.jpg (https://dl.airtable.com/wuDgJH4XRfyHhvLy83XY_cold_stone_creamery-gift-card.jpg),74%,69.00%,77.00%,CardCash,77.00%
Coldwater Creek,250,,246,coldwater-creek-gift-card.png (https://dl.airtable.com/MTk3SbT6TvOqRDGlGefg_coldwater-creek-gift-card.png),,,0.00%,CardCash,
Cole Haan,249,,,Cole_Haan.jpg (https://dl.airtable.com/xIh81OwgQjaLStnymJWW_Cole_Haan.jpg),,,69.00%,CardCash,69.00%
Coleman,251,,,Coleman_gift_card.jpg (https://dl.airtable.com/b7pQ6SNoT3OfH3bCY2Vg_Coleman_gift_card.jpg),,,67.00%,CardCash,67.00%
Columbia Sportswear,252,,122,columbia_sportswear-gift-card.jpg (https://dl.airtable.com/tHOoIDlYTl2oXKN6cgbQ_columbia_sportswear-gift-card.jpg),,,70.00%,CardCash,70.00%
Complete Nutrition,253,,,compnutrtn_2clr_stackd.jpg (https://dl.airtable.com/PxBNLcDRuA8BlPSD6qw5_compnutrtn_2clr_stackd.jpg),,,45.00%,CardCash,45.00%
CompUSA,254,,,CompUSA.jpg (https://dl.airtable.com/inzRjX1TJaH0i2uzO8pq_CompUSA.jpg),,,15.00%,CardCash,15.00%
Conoco Gas Card,255,,,Conoco_Gas.jpg (https://dl.airtable.com/Bavh60O4SCmUG2IuHpmY_Conoco_Gas.jpg),,,82.00%,CardCash,82.00%
Continental Airlines,256,,,Continental_Airlines_gift_card.jpg (https://dl.airtable.com/jGxvfP1fQJCWi3UhCA4p_Continental_Airlines_gift_card.jpg),,,67.00%,CardCash,67.00%
Converse,257,,132,converse-gift-card.jpg (https://dl.airtable.com/kGEdN2hdSdCbhIy1YjyH_converse-gift-card.jpg),82%,73.00%,85.00%,CardCash,85.00%
Corner Bakery Cafe,258,,,Corner_Bakery_Cafe.jpg (https://dl.airtable.com/kEIxG7UKSwubyEl2IJr1_Corner_Bakery_Cafe.jpg),,,45.00%,CardCash,45.00%
Cost Cutters,259,,,CC-logo1.jpg (https://dl.airtable.com/VtbBjNttTYiguu2wm7Xw_CC-logo1.jpg),,,62.00%,CardCash,62.00%
Cost Plus World Market,261,,225,,,,0.00%,CardCash,
Costco,1085,,,costco.jpeg (https://dl.airtable.com/FZ2Zq0UPTFaYEFeaiIrA_costco.jpeg),,,0.00%,CardCash,
Country Buffet,262,,83,Country_Buffet_gift_card.jpg (https://dl.airtable.com/Yw70UQvQQVe4Px4LT5Gz_Country_Buffet_gift_card.jpg),,,50.00%,CardCash,50.00%
Crabtree & Evelyn,263,,,Crabtree__Evelyn.jpg (https://dl.airtable.com/iqNWmNsJS4ukkuAKROhV_Crabtree__Evelyn.jpg),,,35.00%,CardCash,35.00%
Cracker Barrel,264,,145,cracker_barrel-gift-card.jpg (https://dl.airtable.com/oAhjm3yTeOYWnrsBaNwf_cracker_barrel-gift-card.jpg),,,73.00%,CardCash,73.00%
Crate & Barrel,265,,42,crate_and_barrel-gift-card.jpg (https://dl.airtable.com/m0OWZzfSTqGFJSbFHm7T_crate_and_barrel-gift-card.jpg),86%,78.00%,89.00%,CardCash,89.00%
Crazy 8,266,,273,crazy8-gift-card.png (https://dl.airtable.com/ULpi9cZbQNbYEZGyl9Gb_crazy8-gift-card.png),82%,71.00%,85.00%,CardCash,85.00%
Crocs,267,,260,crocs-gift-card.png (https://dl.airtable.com/oZYr0iPST2ycmY0RH7lH_crocs-gift-card.png),86%,67.00%,89.00%,CardCash,89.00%
Crutchfield,268,,,Crutchfield.jpg (https://dl.airtable.com/uB6vUYLjTB62WZxp6T8Z_Crutchfield.jpg),,,68.00%,CardCash,68.00%
Cub Foods,269,,298,Cub.jpeg (https://dl.airtable.com/uX4djurbSgiytDVQlpkT_Cub.jpeg),,,83.00%,CardCash,83.00%
Culver's,270,,,Culvers.jpg (https://dl.airtable.com/Bs9QUN31Sqi3lcMwnCtk_Culvers.jpg),,,55.00%,CardCash,55.00%
Cumberland Farms,271,,,Cumberland_Farms.jpg (https://dl.airtable.com/uCJYUpuoRauqkxd9A5js_Cumberland_Farms.jpg),,,60.00%,CardCash,60.00%
CVS Pharmacy,272,,26,cvs-gift-card.jpg (https://dl.airtable.com/EZXq6RTMQMKNxPBXaZk5_cvs-gift-card.jpg),82%,81.00%,85.00%,CardCash,85.00%
Cycle Gear,273,,,Cycle Gear.jpeg (https://dl.airtable.com/FcWBZJYTyqwqMx0gfRDg_Cycle%20Gear.jpeg),74%,0.00%,77.00%,CardCash,77.00%
D'Angelo,274,,350,DAngelo_gift_card.jpg (https://dl.airtable.com/DUf6qSgVRqu0xmvuZ9Pb_DAngelo_gift_card.jpg),,,67.00%,CardCash,67.00%
Daffys,275,,,Daffys.jpeg (https://dl.airtable.com/lLfWbHC9RISiqiGGMBsu_Daffys.jpeg),,,45.00%,CardCash,45.00%
Dairy Queen,276,,,Dairy_Queen.jpg (https://dl.airtable.com/w8LujWzyR4WIhmwCf0ic_Dairy_Queen.jpg),78%,77.00%,81.00%,CardCash,81.00%
Damon's Grill,277,,,Damons_Grill.jpg (https://dl.airtable.com/ebKmyuE4SQyMAHLQ3G5R_Damons_Grill.jpg),,,55.00%,CardCash,55.00%
Darden Restaurants,278,,87,darden_restaurants-gift-card.jpg (https://dl.airtable.com/Zg5jxMUnT8qjG7sZgexz_darden_restaurants-gift-card.jpg),79%,82.00%,82.00%,SaveYa,82.00%
Dave & Busters,279,,299,Dave__Busters.jpg (https://dl.airtable.com/6jMcK8y1RHe7YDga7uYI_Dave__Busters.jpg),,,68.00%,CardCash,68.00%
David's Bridal,280,,,David's Bridal.png (https://dl.airtable.com/H6PCMrmzRV2UWM3sDwFC_David's%20Bridal.png),,,65.00%,CardCash,65.00%
Davids Tea,281,,,Davids_Tea.jpg (https://dl.airtable.com/hbJooCGsRFadxfvtfLZL_Davids_Tea.jpg),,,60.00%,CardCash,60.00%
DD's Discounts,282,,,DDs_Discounts.jpg (https://dl.airtable.com/dZBEGgjgTt4nNcssomvQ_DDs_Discounts.jpg),80%,0.00%,83.00%,CardCash,83.00%
Dean Deluca,283,,,Dean_Deluca_gift_card.jpg (https://dl.airtable.com/QKruTymSRtG7X8cL1Ijw_Dean_Deluca_gift_card.jpg),,,70.00%,CardCash,70.00%
Del Friscos,284,,,Del-Friscos.png (https://dl.airtable.com/IV0tieA1QeKNAMfSwi9B_Del-Friscos.png),,,45.00%,CardCash,45.00%
Del Taco,286,,,Del_Taco.jpg (https://dl.airtable.com/O4wG13CQZCljJYrl9B2b_Del_Taco.jpg),77%,73.00%,80.00%,CardCash,80.00%
dELiAs,285,,311,,,,0.00%,CardCash,
Dell,287,,17,dell-gift-card.jpg (https://dl.airtable.com/gHBzmIuSzmQpXPgvI3de_dell-gift-card.jpg),83%,82.00%,86.00%,CardCash,86.00%
Dellaria,288,,,Dellaria.jpg (https://dl.airtable.com/dMhavEPURYWeGp9QPHs3_Dellaria.jpg),,,45.00%,CardCash,45.00%
Delta Airlines,289,,281,delta-gift-card.jpg (https://dl.airtable.com/Cqj2pshIQRCXw3P4atUl_delta-gift-card.jpg),,,73.00%,CardCash,73.00%
Denny's,290,,204,dennys-gift-card.jpg (https://dl.airtable.com/N6OdHqZ3TkyRG0ddGGPo_dennys-gift-card.jpg),82%,78.00%,85.00%,CardCash,85.00%
Destination Maternity,291,,362,Destination_Maternity.jpg (https://dl.airtable.com/y0ENthxRra4Pklru343b_Destination_Maternity.jpg),,,55.00%,CardCash,55.00%
Dick Blick Art Materials,292,,,,,63.50%,63.50%,SaveYa,
Dick's Sporting Goods,294,,52,dicks_sporting_goods-gift-card.jpg (https://dl.airtable.com/53DL9uzT1yQFZ2EJKDXg_dicks_sporting_goods-gift-card.jpg),81%,73.00%,84.00%,CardCash,84.00%
Dickey's Barbecue Pit,293,,,Dickeys_Barbecue_Pit.jpg (https://dl.airtable.com/SD9fk31PRXWb1skoBqog_Dickeys_Barbecue_Pit.jpg),76%,0.00%,79.00%,CardCash,79.00%
Dierbergs,296,,,Dierbergs-Logo.jpg (https://dl.airtable.com/W99GwI7QOSZsykNIS315_Dierbergs-Logo.jpg),,,55.00%,CardCash,55.00%
Diesel,297,,,Diesel.jpg (https://dl.airtable.com/Bk5SGF5SQQOZDdd9XW2F_Diesel.jpg),78%,0.00%,81.00%,CardCash,81.00%
Dillard's,298,,233,dillards-gift-card.jpg (https://dl.airtable.com/gLN4tvt8TtGKGdr0Umc8_dillards-gift-card.jpg),83%,73.00%,86.00%,CardCash,86.00%
Dillons,299,,158,dillion's-gift-card.jpg (https://dl.airtable.com/D1s11wS3R6atQ8kopWbA_dillion's-gift-card.jpg),,,60.00%,CardCash,60.00%
Dippin Dots,300,,,Dippin_Dots.jpg (https://dl.airtable.com/eWWjVQh2BTVnLF5BLMgK_Dippin_Dots.jpg),,,45.00%,CardCash,45.00%
Discovery Channel,301,,,Discovery_Channel.jpg (https://dl.airtable.com/ToqtxRJbQOS7XAGv67ff_Discovery_Channel.jpg),,,45.00%,CardCash,45.00%
Disney Store,302,,,disneygiftcard.jpg (https://dl.airtable.com/Xw7M5NHvShWWt76uRc9i_disneygiftcard.jpg),86%,83.00%,89.00%,CardCash,89.00%
DKNY,306,,,DKNY.jpg (https://dl.airtable.com/UkuDEyHSwS0n2yJtgpMa_DKNY.jpg),,,55.00%,CardCash,55.00%
Dolce Salon & Spa,307,,271,,,,0.00%,CardCash,
Dollar General,308,,274,DOLLAR GENERAl-gift-card.JPG (https://dl.airtable.com/4kTJ7a3GQ3CGeZilVEWF_DOLLAR%20GENERAl-gift-card.JPG),,,65.00%,CardCash,65.00%
Dollar Tree,309,,253,dollar-tree-gift-card.png (https://dl.airtable.com/24aQQSaDRIOAnN5dSDS9_dollar-tree-gift-card.png),83%,0.00%,86.00%,CardCash,86.00%
Domino's,310,,,Dominos.jpg (https://dl.airtable.com/nxV4FWRTuOBIZmpatcXS_Dominos.jpg),88%,82.00%,91.00%,CardCash,91.00%
Don Pablos,311,,,Don_Pablos.jpg (https://dl.airtable.com/dfe2HKAcRwSd0iqkGzHQ_Don_Pablos.jpg),,,67.00%,CardCash,67.00%
Dooney & Bourke,312,,,Dooney__Bourke_gift_card.jpg (https://dl.airtable.com/WmadGHzThuPYa8vTiY2C_Dooney__Bourke_gift_card.jpg),,,65.00%,CardCash,65.00%
Dress Barn,313,,300,Dressbarn_gift_card.jpg (https://dl.airtable.com/nwINumWxRfOIhNni3l3L_Dressbarn_gift_card.jpg),79%,63.00%,82.00%,CardCash,82.00%
DSW,314,,51,dsw-gift-card.jpg (https://dl.airtable.com/ysNLwqZSDGjgY6SVheDF_dsw-gift-card.jpg),84%,78.00%,87.00%,CardCash,87.00%
DTLR,315,,,DTLR.jpg (https://dl.airtable.com/g0LRwhJlQaiJiePZ2jBN_DTLR.jpg),,,60.00%,CardCash,60.00%
Dunham's Sports,316,,,Dunham's Sports.jpeg (https://dl.airtable.com/AkL652DhQiaW9AwmRqwe_Dunham's%20Sports.jpeg),,,65.00%,CardCash,65.00%
Dunkin' Donuts,317,,237,dunkin_donuts-gift-card.jpg (https://dl.airtable.com/CMM1ka46TdCyxMoPsnS3_dunkin_donuts-gift-card.jpg),,,67.00%,CardCash,67.00%
Dutch Bros,318,,,Dutch_Bros.jpg (https://dl.airtable.com/A9eWN07wQMezBNJfNEaI_Dutch_Bros.jpg),,,45.00%,CardCash,45.00%
Earth Fare,319,,,Earth_Fare.jpg (https://dl.airtable.com/tutXfwBdQse9QB8GmjhL_Earth_Fare.jpg),,,60.00%,CardCash,60.00%
Eastbay,320,,351,Eastbay.jpg (https://dl.airtable.com/7zIR75QQRommB8zuvjWL_Eastbay.jpg),,,60.00%,CardCash,60.00%
Eastern Mountain Sports,321,,177,eastern_mountain_sports-gift-card.jpg (https://dl.airtable.com/4zSJPYrNT02PfetQcbpY_eastern_mountain_sports-gift-card.jpg),,,67.00%,CardCash,67.00%
Easy Spirit,322,,,Easy_Spirit_gift_card.jpg (https://dl.airtable.com/ie1Gn5fyTMynOeFAXV35_Easy_Spirit_gift_card.jpg),,,55.00%,CardCash,55.00%
Ebay,323,,352,Ebay.jpg (https://dl.airtable.com/unZBNQX8Q2Khf6yJmD1x_Ebay.jpg),,,75.00%,CardCash,75.00%
EBGames,324,,,EBGames.jpeg (https://dl.airtable.com/YKXddaDURhu2VqKYnpnU_EBGames.jpeg),,,75.00%,CardCash,75.00%
Ecco,325,,,Ecco.jpg (https://dl.airtable.com/obi43wEFSqS0Oj5ylnU4_Ecco.jpg),,,65.00%,CardCash,65.00%
Ecko,326,,,Ecko.jpg (https://dl.airtable.com/5Jt8BzPGT8GQBp0y9ugE_Ecko.jpg),,,61.00%,CardCash,61.00%
Ed Hardy,327,,,Ed_Hardy.jpg (https://dl.airtable.com/oo2MByFQSnSnszvUEvGp_Ed_Hardy.jpg),,,45.00%,CardCash,45.00%
Eddie Bauer,328,,268,Eddie-Bauer-gift-card.jpg (https://dl.airtable.com/qrfiaEPQI2fkWCmwkd1Q_Eddie-Bauer-gift-card.jpg),84%,72.00%,87.00%,CardCash,87.00%
Eddie V's,329,,92,,,,0.00%,CardCash,
Edible Arrangements,330,,,Edible_Arrangements_gift_card.jpg (https://dl.airtable.com/AKCQJKWcRF6HuPQufHZ7_Edible_Arrangements_gift_card.jpg),,,45.00%,CardCash,45.00%
