Elder-Beerman,335,353,Elder-Beerman,http://www.elder-beerman.com/EGCBalance.html,None
Elephant Bar,337,,Elephant Bar,http://www.elephantbar.com/giftcard/checkbalance,562-207-6200
Elie Tahari,338,,Elie Tahari,"http://www.elietahari.com/shop-gift-cards/shop-gift-cards,default,pg.html?t=linkshare&utm_source=1&utm_medium=affiliate&utm_campaign=TnL5HPStwNw&siteID=TnL5HPStwNw-6HRkOd0rW3i.l8p6FptvQg",800-854-5491
Elizabeth Arden,339,,Elizabeth Arden,,
Elizabeth Jacob Spa,340,,Elizabeth Jacob Spa,,
Enterprise Rental Car,341,,Enterprise Rental Car,,
Equinox,342,,Equinox,,
Esprit,343,,Esprit,,
Ethan Allen,344,354,Ethan Allen,None,1-888-324-3571
European Wax Center,345,,European Wax Center,,
Express,346,28,Express,https://www.express.com/user/gift_card_balance_popup.jsp,1-888-244-0327
ExxonMobil,348,86,Exxon Mobil,https://wbiprod.storedvalue.com/WBI/lookupservlet?language=en&brand_id=exxonmobil,None
f.y.e.,399,,f.y.e.,https://www.fye.com/stores/fye/gift-card.jsp?siteID=TnL5HPStwNw-UzT73IGLczPkEn.NiuHN.g&cid=1334099,888-345-8548
Fairmont Hotels,349,,Fairmont Hotels,https://fairmontgiftcard.com/cws/fairmont/consumer/clp/balance_check.py?start:true,888-530-8988
Family Dollar,350,250,Family Dollar,,866-377-6420
Famous Dave's BBQ,351,,Famous Dave's BBQ,,
Famous Footwear,352,196,Famous Footwear,http://www.famousfootwear.com/Profiles/CheckGiftCardBalance.aspx?partnerid=PERFORMICS&clickid=0004d655b6ee42e10a2a1ecfe6006065&cvosrc=affiliate.linkshare.TnL5HPStwNw&partnerid=linkshare&siteID=TnL5HPStwNw-U0P0SyLyHGcALgUjCzJlDA,1-888-932-6687
Fanatics.com,1086,355,Fanatics.com,None,1-877-827-8965
Fandango,353,143,Fandango,http://tickets.fandango.com/CheckBalance.aspx?cjid=cj_10369448_7103042_skim37079X962414Xb2bf62f1687990f6227f5bd8e342da08,
Fannie May,354,,Fannie May,,800-999-3629
Fanzz,355,,Fanzz,https://www.fanzz.com/?utm_source=affiliates&utm_medium=coupon&utm_campaign=10pctoff&publisherId=21181,888-326-9946
Fashion Bug,356,356,Fashion Bug,,800-478-2921
Fathead,357,,Fathead,,877-328-4323
Fazoli's,358,334,Fazolis,None,1-877-750-0089
Fearings,359,,Fearings,,
Feeders Supply,360,,Feeders Supply,,502-212-0433
Finish Line,361,,Finish Line,http://www.finishline.com/store/global/promos/giftcards.jsp,
Fire Mountain Grill,362,,Fire Mountain Grill,,800-871-0956
Firehouse Subs,363,,Firehouse Subs,,800-803-1222
First Watch,364,,First Watch,,
Five Below,365,,Five Below,,866-935-8852
Five Guys,366,190,Five Guys,http://www.fiveguyscard.com/B2C/balance_inquiry.aspx?AspxAutoDetectCookieSupport=1,
Fleet Fleet Sports,367,,Fleet Fleet Sports,,
Fleming's Steakhouse,368,102,Fleming's Steakhouse,,800-242-5353
Floor and Decor,371,,Floor and Decor,,
Flying J,372,,Flying J,http://www.pilotflyingj.com/gift-card,
Fogo De Chao,373,308,Fogo De Chao,https://giftcard.fogodechao.com/,None
Food 4 Less,370,157,Food 4 Less,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Food Lion,374,,Food Lion,https://www.foodlion.com/departments/gift-center/,
Food Source,376,,Food Source,,
FoodMaxx,375,,FoodMaxx,,
Foot Action,377,314,Foot Action,http://www.footaction.com/customerserv/help:giftBalance/,1-800-863-8932
Foot Locker,378,128,Foot Locker,http://www.footlocker.com/catalog/gcbalanceform/?&cm=57831P,1-877-254-3333
Foreign Exchange,380,,Foreign Exchange,,
Forever 21,381,120,Forever 21,http://www.forever21.com/ECard/GiftCard.aspx?category=giftcard,1-877-706-2049
Fossil,382,,Fossil,https://www.fossil.com/us/en/customer-care/order-status.html,
Foundry,383,,Foundry,,
Four Seasons Hotel,384,44,Four Seasons,https://wwws-canada2.givex.com/cws/fourseasons/consumer/clp/balance_check.py?start:true,1-866-536-9732
Fox Jewelers,385,171,Fox Jewelers,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Fox Restaurant Concepts,386,220,Fox Restaurant Concepts,https://opticard.optinc.com/public/inquiry.asp?company_id=Ea,480-905-6920
Francesca's Rest.,387,,Francesca's Rest.,,
Francescas,388,,Francescas,https://www.francescas.com/ancillary/giftcardbalance.do,800-980-1180
Fred Meyer,389,155,Fred Meyer,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Fred Meyer Jewelers,390,168,Fred Meyer Jewelers,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Fredericks of Hollywood,391,,Fredericks of Hollywood,,
Free People,392,,Free People,,800-920-5656
Friendly's,393,315,Friendlys,None,1-855-398-1280
Frischs Big Boy,394,,Frischs Big Boy,,800-873-3633
Frontera Mex-Mex Grill,395,,Frontera Mex-Mex Grill,,
Frontier Airlines,396,,Frontier Airlines,https://booking.flyfrontier.com/Flight/Internal,888-247-1677
Fry's Electronics,397,151,Fry's,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Fuddruckers,398,282,Fuddruckers,,800-242-5353
G by Guess,400,,G by Guess,https://g.affiliatetechnology.com/redirect.php?nt_id=2&url=https%3A%2F%2Fwww.gbyguess.com%2Fen%2FGiftCard%2FBalance%2F&affiliate_id=21181&utm_medium=affiliate&click_id=1402297504&utm_content=2-203966&cmp=afc-21181&utm_source=ebay-21181,877-429-4837
G.H. Bass & Co.,401,,G.H. Bass & Co.,,
Gabriel Brothers,402,,Gabriel Brothers,,800-458-6546
Game Works,403,,Game Works,,
GameStop,404,18,Gamestop,https://www.gamestop.com/profiles/valuelookup.aspx,1-888-818-2915
Gander Mountain,405,,Gander Mountain,https://secure.gandermountain.com/gift-cards/?siteID=TnL5HPStwNw-hnY4HFix60gom1tC3ZNc5g,800-447-9788
Gap,406,47,Gap,"http://www.gap.com/customerService/info.do?cid=2116&mlink=5058,981689,6&clink=981689",800-887-1198
Gap Kids,407,288,Gap Kids,,800-427-78953
Gap Options,408,,Gap Options,,866-472-2139
Garden Ridge,409,,Garden Ridge,,
Gerbes,410,160,Gerbes,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
GFS Marketplace,411,,GFS Marketplace,,
GGP,412,,GGP,https://www279.americanexpress.com/GPTHBIWeb/validateIPAction.do,
Ghirardelli,413,,Ghirardelli,http://www.ghirardelli.com/shop-1.html,888-402-6262
Giant Eagle,414,,Giant Eagle,http://www.gianteagle.com/Gift-Cards/,
Giant Foods,415,256,Giant Foods,,888-386-5251
Gibsons,416,,Gibsons,,
Gilly Hicks Sydney,417,,Gilly Hicks Sydney,,
Giorgio Armani,418,,Giorgio Armani,http://www.armani.com/us,
Gloria Jeans,419,,Gloria Jeans,,877-320-5282
Glory Days Grill,420,,Glory Days Grill,,
GNC,421,187,GNC,https://www.gnc.com/checkout/index.jsp?process=giftcardBalance,888-462-2548
Godiva,422,,Godiva,http://www.godiva.com/on/demandware.store/Sites-Godiva-Site/default/Default-Start?ref=cj&cm_ven=Affiliate&cm_cat=Evergreen&cm_pla=Homepage&cm_ite=D15AFFIL,800-943-5309
Golden Corral,423,,Golden Corral,http://www.goldencorral.com/giftcards/check.aspx,
Golden Spoon Frozen Yogurt,424,,Golden Spoon Frozen Yogurt,http://www.goldenspoon.com/golden-spoon-gift-cards/,
Golf Galaxy,425,,Golf Galaxy,,800-232-2020
Golfsmith,426,,Golfsmith,http://www.golfsmith.com/giftcard_balance?URL=http%3A%2F%2Fwww.golfsmith.com%2Fgiftcard_balance&tcode=cj&utm_source=cj&utm_medium=affiliate&utm_campaign=cj-link&cm_mmc=affiliate-_-gen3-_-7103042-_-10304326,800-396-0099
Good Feet,427,,Good Feet,,
Google Play,428,,Google Play,,855-466-4438
Gordmans,429,212,Gordmans,http://gordmans.wgiftcard.com/card/balance/check/gordmans/1,
Gordon Biersch,430,,Gordon Biersch,http://www.gordonbiersch.com/gift-cards,
Great American Cookies,431,,Great American Cookies,,
Great Clips,432,208,Great Clips,https://www.greatclips.com/gift-card,
Great Wolf Lodge,433,,Great Wolf Lodge,https://www.greatwolf.com/gift-cards,
Green Mill,434,,Green Mill,https://mgd.mercury-gift.com/greenmill/,800-242-5353
Grocery Outlet,435,,Grocery Outlet,,
Gucci,436,,Gucci,,877-482-2430
Guess,437,189,Guess,https://shop.guess.com/en/GiftCard/Balance/?CMP=AFC-CJGES_Skimlinks,1-888-891-2432
Guitar Center,438,,Guitar Center,http://www.guitarcenter.com/?CJAID=10449560&CJPID=3640929&CJSID=skim37079X962414X57f647f1553ec4d1777f7068965a28ae,
Gulf,439,286,Gulf Oil,,800-774-4853
Gymboree,440,181,Gymboree,,800-255-1989
H&M,441,136,H&M,http://www.hm.com/us/customer-service/giftcard-balance,1-800-230-7616
H-E-B Grocery Store,442,,H-E-B Grocery Store,,800-533-2153
Haagen Dazs,443,,Haagen Dazs,,800-767-0120
Haggar,444,,Haggar,,877-841-2219
Hair cuttery,445,,Hair cuttery,,866-257-8953
Half Price Books,446,,Half Price Books,,866-615-2665
Hallmark,447,,Hallmark,https://member.hallmark.com/giftcard/giftcard,800-425-5627
Hancock Fabrics,448,,Hancock Fabrics,,
Hand and Stone,449,,Hand and Stone,,
Hanna Andersson,450,,Hanna Andersson,,
Harbor Freight Tools,451,285,Harbor Freight,,800-444-3353
Hard Rock Cafe,453,294,Hard Rock Cafe,https://rockshop.hardrock.com/customerservice/gift-cards.aspx?WT.mc_id=RockShopHRCFooter,888-519-6683
Hardees,454,,Hardees,https://www.ckegiftcard.com/b2c/balance_inquiry.aspx?id=230,866-270-1064
Harkins Theatres,455,,Harkins Theatres,https://www.harkinstheatres.com/GiftCardBalance/CheckBalance.aspx,480-627-7777
Harlem Irving Plaza,456,,Harlem Irving Plaza,,
Harley Davidson,457,,Harley Davidson,https://www.getmybalance.com/,800-803-7537
Harmon Face Values,458,,Harmon Face Values,,866-427-6661
Harry & David,459,316,Harry and David,http://www.harryanddavid.com/h/view/gc-giftcardland,877-322-1200
Hastings,460,,Hastings,https://www.gohastings.com/custserv/giftcard_balance.jsp?siteID=TnL5HPStwNw-sioRTPoduSdcqVO_ltRl4w&ls_affid=TnL5HPStwNw&source=LinkShare&creative=10&offer=271612,877-427-8464
Hat Club,461,,Hat Club,,
Hat World,462,,Hat World,,
Heartland America,463,,Heartland America,,
Helly Hansen,464,,Helly Hansen,,
Helzberg Diamonds,465,,Helzberg Diamonds,,800-435-92374
Henri Bendel,466,,Henri Bendel,http://www.henribendel.com/on/demandware.store/Sites-HB-Site/default/GiftCert-Purchase?utm_source=EEAN&utm_medium=affiliate&utm_campaign=21181&utm_term=1420178347,800-523-6335
Herberger's,467,368,Herberger's,http://www.herbergers.com/EGCBalance.html,
Hermes,468,,Hermes,,
Hertz Rental Car,469,,Hertz Rental Car,,
Hess,470,340,Hess,None,1-800-437-7645
Hewlett Packard HP,471,,Hewlett Packard HP,http://store.hp.com/us/en/vwa/gift-cards?jumpid=re_r11662_redirect_ETR&ts=20151102202932_EepufcCX8tAX,866-684-6707
HH Gregg,472,,HH Gregg,,
Hi Health,473,,Hi Health,,800-266-2323
Hibbett Sports,474,264,Hibbett Sports,,888-806-1720
Hilander,475,153,Hilander,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Hilton Hotels,476,,Hilton Hotels,https://www.americanexpress.com/us/content/customerrors/404.html,800-297-7327
Hobby Lobby,477,142,Hobby Lobby,https://cards.hobbylobby.com/GiftCardBalance.aspx,
HobbyTown USA,478,,HobbyTown USA,,
Holiday Inn,479,,Holiday Inn,,
Hollister,480,46,Hollister,https://www.hollisterco.com/webapp/wcs/stores/servlet/GCLookup?catalogId=10201&langId=-1&storeId=10251&krypto=kJjEF2XjnLuFtcpb%2FbyV9A%3D%3D&ddkey=http:GCLookup,1-888-632-8906
Home Depot,481,4,Home Depot,http://www.homedepot.com/c/Gift_Cards?AID=11210757&PID=7103042&SID=skim37079X962414X2c9ffa1c8c8bfd3ad834a22fd2d6552a&cm_mmc=CJ-_-7103042-_-11210757&cj=true,1-800-430-3376
HomeGoods,482,10,Home Goods,http://tjmaxx.tjx.com/store/browse/giftCards.jsp,
HomeTown Buffet,483,,HomeTown Buffet,,800-871-0956
Honey Dew Donuts,485,,Honey Dew Donuts,https://balance.worldpay.us/GLCardBalance.aspx,
HoneyBaked Ham,484,,HoneyBaked Ham,,800-367-7720
Hooters,486,,Hooters,https://giftcards.hooters.com/balanceinquiry.aspx?id=643,800-242-5353
Hoss's,487,344,Hoss's Steak and Sea House,None,1-800-900-4677
Hot Dog On a Stick,488,,Hot Dog On a Stick,,
Hot Topic,489,,Hot Topic,,800-892-8674
Hotel Zaza,490,,Hotel Zaza,,
Houlihans,491,,Houlihans,https://houlihansstore.wgiftcard.com/chrome/houlihans/,
House of Blues,492,,House of Blues,,
Houston Garden Centers,493,,Houston Garden Centers,,
Houston's Restaurant,494,,Houston's Restaurant,,800-230-9787
Huddle House,495,,Huddle House,,770-325-1300
Hugo Boss,496,278,Hugo Boss,,800-484-6267
Hungry Howies,497,,Hungry Howies,,248-414-3300
Hy-Vee,498,363,Hy-Vee,http://www.hy-vee.com/shop/giftcards_checkbalance.aspx,None
Hyatt,499,330,Hyatt Hotels,None,None
Ichiban Hibachi Steakhouse,500,,Ichiban Hibachi Steakhouse,,
IHOP,501,59,IHOP,https://www.chasepaymentech.com/giftcardbalance/pages/inquiry.faces?rid=9tCj2F,800-242-5353
IKEA,503,251,IKEA,,800-558-5961
Il Fornaio,502,,Il Fornaio,,
In-N-Out Burger,504,324,In N Out Burger,https://www.in-n-out.com/gift-cards.aspx,1-888-914-4438
Intermix,506,293,Intermix,,
Islands Restaurants,505,,Islands Restaurants,,
iTunes,507,377,iTunes,,888-320-3301
Izod,508,,Izod,,800-866-7292
J Jill,510,284,J Jill,,800-295-6093
J. Crew,509,37,J. Crew,https://www.jcrew.com/checkout/giftcard_balance1.jsp?bmUID=jI.XUVE,1-800-562-0258
Jack Astor's Bar & Grill,511,,Jack Astor's Bar & Grill,,
Jack in the Box,512,,Jack in the Box,http://www.jackinthebox.com/jack-cash,800-955-5225
Jack Stack BBQ,513,,Jack Stack BBQ,,
Jamba Juice,514,69,Jamba Juice,https://jcard.jambajuice.com/CheckCardBalance.aspx,1-866-473-7848
James Avery,515,,James Avery,,800-283-1770
Janie and Jack,516,240,Janie and Jack,,800-255-1989
Jared,517,327,Jared,,1-800-527-8229
Jason's Deli,518,,Jason's Deli,,800-444-3354
JC Food Stores,519,162,JC Food Stores,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
JCPenney,520,8,JC Penney,http://www.jcpenney.com/dotcom/jsp/browse/category.jsp?id=cat100300156,1-800-294-8804
Jerrys Famous Deli,521,,Jerrys Famous Deli,,
Jersey Mikes,522,,Jersey Mikes,http://www.jerseymikes.com/gift-cards/,800-321-7676
Jet Blue,523,317,Jet Blue,http://www.jetblue.com/gift-cards/,1-800-540-4062
Jewel-Osco,524,345,Jewel-Osco,None,1-877-932-7948
Jiffy Lube,525,200,Jiffy Lube,http://www.jiffylube.com/giftcard/giftcard_balance.aspx,888-554-4283
Jimmy John's,526,364,Jimmy Johns,https://www.mercury-gift.com/JimmyJohns/CheckBalance?Length=151,None
Jo Ann Fabrics,527,62,Jo Ann,http://www.joann.com/gift-card-check-balance,888-345-7674
Jockey,529,,Jockey,http://www.jockey.com/shoppingguide/giftcards,800-242-5353
Joe's Crab Shack,530,267,Joes Crab Shack,,
Johnny Carino's Italian,531,,Johnny Carino's Italian,https://carinos.myguestaccount.com/login/accountbalance.srv?id=7YIZ5IbNpEs%3d,
Johnny Rockets,532,,Johnny Rockets,http://www.johnnyrockets.com/gift-cards/gift-cards-balance.html,
Johnston & Murphy,533,328,Johnston and Murphy,None,800-424-2854
Jones New York,534,,Jones New York,"http://www.jny.com/Gift-Cards/25519784,default,sc.html",
Jos. A. Bank,535,97,Jos. A. Bank,https://www.josbank.com/menswear/shop/GiftCardView?catalogId=10050&langId=-1&productId=102259&storeId=11001&krypto=tVgYDRYXghHKSF8o4iVheA%3D%3D&ddkey=http:GiftCardView,888-403-4438
Journeys,536,201,Journey's,http://www.journeys.com/gift_cards.aspx?AID=11276254&PID=7103042&source=COMJ2014,888-324-6356
Journeys Kidz,537,,Journeys Kidz,http://www.journeys.com/gift_cards.aspx?AID=11276254&PID=7103042&source=COMJ2014,888-324-6356
Joyce Leslie,538,,Joyce Leslie,,
Juicy Couture,539,,Juicy Couture,,888-908-1160
Just Sports,540,,Just Sports,,
Justice,541,,Justice,http://www.shopjustice.com/giftcards/check-balance?AID=10489790&PID=7103042&SID=skim37079X962414X9064860bd3a3af853f576e21328d3ac9&CID=acjju-7103042-skim37079X962414X9064860bd3a3af853f576e21328d3ac9-10489790&utm_medium=affiliate&utm_source=GL_Justice,800-987-4096
Justice Brothers,542,224,Justice Brothers,http://www.shopjustice.com/giftcards/check-balance?AID=10489790&PID=7103042&SID=skim37079X962414X17f9314a2253ba4b1d7ef8314bc90441&CID=acjju&utm_medium=affiliate&utm_source=GL_Justice,
K&G Fashion,543,,K&G Fashion,,800-343-3700
Karen Allen Salon & Spa,544,,Karen Allen Salon & Spa,,
Kate Spade,545,,Kate Spade,,866-999-5283
Kay Jewelers,546,234,Kay Jewelers,,888-243-4333
Kenneth Cole,547,,Kenneth Cole,,800-536-2653
KFC,548,192,KFC,,
Kids Foot Locker,549,373,Kids Foot Locker,http://www.footlocker.com/catalog/gcbalanceform/?cm=57831P,800-991-6684
Kiehls,550,,Kiehls,,
King Soopers,552,156,King Soopers,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
King's Fish House,551,,King's Fish House,,714-432-0400 ext. 200
Kirkland's,553,265,Kirkland's,http://www.kirklands.com/content.jsp?pageName=giftcard,
Kitchen Collection,554,,Kitchen Collection,,888-548-2651
Kmart,555,50,Kmart,http://www.kmart.com/gclanding/nb-120000000218043,1-800-922-5511
Kohl's,557,16,Kohl's,https://www.kohls.com/giftcard/gift_card_check_balance.jsp?src=TnL5HPStwNw&siteID=TnL5HPStwNw-Mpxj5Gr2UOO6ZfEPyI1e0w,1-800-655-0554
Kona Grill,558,,Kona Grill,https://opticard.optinc.com/clients/konag/public.html,
KooKooRoo,559,,KooKooRoo,,800-242-5353
Krispy Kreme,560,365,Krispy Kreme,None,1-800-457-4779
Kroger,561,148,Kroger,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Krystal Restaurant,562,,Krystal Restaurant,,
Kwik Fill,563,,Kwik Fill,,
Kwik Stop,565,,Kwik Stop,,
Kwik Trip,566,,Kwik Trip,https://www.kwiktrip.com/Cards/Check-Your-Card-Balance,800-305-6666
KwikShop,564,164,KwikShop,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
L'Occitane,567,,L.L.Bean,,
L.L.Bean,568,,L'Occitane,,
La Madeleine,569,,La Madeleine,,
La Pinata,575,,La Pinata,,
La Salsa Fresh Mexican Grill,570,,La Salsa Fresh Mexican Grill,,
Lacoste,571,346,Lacoste,None,1-800-452-2678
Lady Foot Locker,572,370,Lady Foot Locker,http://www.footlocker.com/catalog/gcbalanceform/?cm=57831P,
Lakeshore Learning Store,573,,Lakeshore Learning Store,,
Landmark Theatres,574,55,Land's End,https://www.landsend.com/cgi-bin/EGCBalanceInquiry.cgi,1-888-816-7040
Landry's Restaurants,576,,Landmark Theatres,,
Lands' End,577,306,Landry's,http://www.landrysinc.com/giftcards/,None
Lane Bryant,578,261,Lane Bryant,,
Lavande,579,,Lavande,,
Legal Sea Foods,580,,Legal Sea Foods,,
Lego,581,335,LEGO Store,http://shop.lego.com/en-US/Gift-Cards-Balance,None
Lens Crafters,582,,Lens Crafters,,
Lettuce Entertain You,583,129,Lettuce Entertain You,http://www.leye.com/gift-cards,1-888-301-9063
Levi's,584,277,Levi's,,
Lids,585,188,Lids,http://www.lids.com/GiftCards?AID=10285210&PID=3640929&SID=skim37079X962414Xc77490f4d315ec1d53f4d8fc3328bac6&cpid=cj,888-564-4287
Life Uniform,586,,Life Uniform,,
Life Way,587,,Life Way,,
LifeSpa,588,,LifeSpa,,
Lilly Pulitzer,589,301,Lilly Pulitzer,http://www.lillypulitzer.com/content.jsp?pageName=GiftCards&,1-888-725-4559
Limited Too,590,,Limited Too,,
Liquid Spins,1087,366,Liquid Spins,,
Little Caesars,591,357,Little Caesars,http://www.littlecaesars.com/gift-card/gift_card_bal.asp,1-800-7-CAESAR
Littman Jewelers,592,170,Littman Jewelers,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Liz Claiborne,593,,Liz Claiborne,,
Loaf 'N' Jug,594,163,Loaf 'N' Jug,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Loews Cineplex,595,,Loews Cineplex,,
Loft,596,,Loft,,
Logan's Roadhouse,598,,Logan's Roadhouse,,
Lone Star,599,,Lone Star,,
Long John Silver's,600,275,Long John Silver's,,
Longhorn Steakhouse,601,89,Longhorn Steakhouse,https://gift.longhornsteakhouse.com/GiftCard/Balance.aspx,1-877-947-8325
Lord & Taylor,602,176,Lord & Taylor Store,http://www.lordandtaylor.com/webapp/wcs/stores/servlet/en/lord-and-taylor/special/gift-card,
Lou Malnati's,603,,Lou Malnati's,,
Louis Vuitton,604,,Louis Vuitton,,
Lowe's,605,13,Lowe's,http://www.lowes.com/Gift-Guide/Gift-Cards/_/N-1z135r1/pl,1-800-560-7172
Lubys,606,,Lubys,,
Lucilles BBQ,607,,Lucilles BBQ,,
Lucky Brand,608,219,Lucky Brand Jeans,http://www.luckybrand.com/gift-cards,1 (866) 975 5825
Lucy,609,,Lucy,,
Lululemon,610,,Lululemon,,
Lumber Liquidators,611,,Lumber Liquidators,,
Lumosity,612,,Lumosity,,
Lush Cosmetics,613,,Lush Cosmetics,,
MAC Cosmetics,614,,MAC Cosmetics,,
Macaroni Grill,615,123,Macaroni Grill,https://giftcards.macaronigrill.com/balance_check.aspx,1-800-288-0512
Macy's,617,25,Macy's,https://www.macys.com/service/gift/index.ognc#form,1-800-511-2752
Madewell,618,,Madewell,,
Magazines.com,619,,Magazines.com,,
Maggiano's,620,64,Maggiano's,https://giftcard.brinker.com/maggianos/balance_check.asp?ref=maggianos,888-532-6092
Mandee,621,,Mandee,,
Manuels,622,,Manuels,,
Marathon Petroleum,623,,Marathon Petroleum,,
Marcus Theatres,624,,Marcus Theatres,,
Mardel,625,,Mardel,,
Marie Callenders,626,,Marie Callenders,,
Marmot,627,,Marmot,,
Marriott,628,54,Marriot,https://gifts.marriott.com/,1-800-442-6132
Marshalls,629,11,Marshalls,http://tjmaxx.tjx.com/store/browse/giftCards.jsp,
Massage Envy,630,228,Massage Envy,,
Massage Heights,631,,Massage Heights,,
MasterCuts,632,,MasterCuts,,
Mastros,633,,Mastros,,
Maui Jim Sunglasses,634,,Maui Jim Sunglasses,,
Maurices,635,,Maurices,,
Max & Ermas,636,325,Max and Ermas,http://www.maxandermas.com/giftcards/balance.php,1-866-439-8209
Max Studio,637,,Max Studio,,
MC Sports,638,,MC Sports,,
McAlister's Deli,639,,McAlister's Deli,,
McCormick & Schmick's,640,,McCormick & Schmick's,,
McDonald's,641,31,McDonald's,https://premium.vcdelivery.com/V2/mcdonalds/balancechecker.aspx,1-877-458-2200
McGrath's Fish House,642,,McGrath's Fish House,,
Meijer,643,180,Meijer,http://www.meijer.com/gifts/layer_balance.jsp,
Mellow Mushrooms,644,,Mellow Mushrooms,,
Men's Wearhouse,647,58,Men's Wearhouse,http://www.menswearhouse.com/gift-cards/,1-800-776-7848
Menards,645,,Menards,,
Menchies,646,,Menchies,,
Metropark,648,,Metropark,,
Mexican Inn Cafe,649,,Mexican Inn Cafe,,
Mia & Maxx,650,,Mia & Maxx,,
Michael Kors,651,266,Michael Kors,,
Michael Stars,652,,Michael Stars,,
Michaels,653,41,Michael's,https://merchant.sgiftcard.com/chrome/michaels,1-800-642-4235 ext 3
Microsoft,654,,Microsoft,,
Mikasa,655,,Mikasa,,
Miller's Ale House,656,,Miller's Ale House,,
Mimi Maternity,657,,Mimi Maternity,,
Mimis Cafe,658,209,Mimi's Cafe,https://mimiscafe.myguestaccount.com/login/accountbalance.srv?id=XsRw1LVeKdQ%3d,
Mission Inn,659,,Mission Inn,,
Mitchell's Fish Market,660,,Mitchell's Fish Market,,
Mlb.com,661,305,MLB.com,None,1-866-815-7994
Mobil Gas,662,,Mobil Gas,,
Modells,663,,Modells,,
Moes Southwest Grill,664,,Moes Southwest Grill,,
MOJO Yogurt,665,,MOJO Yogurt,,
Montgomery Ward,666,,Montgomery Ward,,
Morton's Steakhouse,667,81,Morton's Steak House,https://premium.vcdelivery.com/v2/landrys/balancechecker.aspx,1-800-242-5353
Motherhood Maternity,668,,Motherhood Maternity,,
Movie Tavern,669,,Movie Tavern,,
Mr. Good Cents,670,,Mr. Good Cents,,
Nascar.com,671,,Nascar.com,,
Native New Yorker,672,,Native New Yorker,,
Naturalizer,673,,Naturalizer,,
NAU Clothing,674,,NAU Clothing,,
Nautica,675,367,Nautica,http://www.nautica.com/on/demandware.store/Sites-nau-Site/default/GiftCert-Purchase,1-866-376-4184
NBA Store,676,,NBA Store,,
Neiman Marcus,677,36,Neiman Marcus,http://www.neimanmarcus.com/assistance/assistance.jsp?view=gift_card,1-800-664-4465
Nestle Cafe,678,,Nestle Cafe,,
New York & Company,679,194,New York and Company,http://www.nyandcompany.com/nyco/static/help/gifts/?cid=aff_200001?#,
Newegg,680,,Newegg,,
NFLShop.com,681,303,NFLShop.com,None,1-877-635-7467
Nhl.com,682,,Nhl.com,,
Nike,683,43,Nike,"http://store.nike.com/us/en_us/?l=shop,gift_cards",1-800-806-6453
Nike Golf,684,,Nike Golf,,
Nine West,685,,Nine West,,
Ninety Nine,686,,Ninety Nine,,
Noah's New York Bagels,687,,Noah's New York Bagels,,
Noodle Express,688,,Noodle Express,,
Noodles & Co,689,,Noodles & Co,,
Nordstrom,690,78,Nordstrom,https://secure.nordstrom.com/services/checkbalance.asp?origin=leftnav,1-877-283-4045
Nordstrom Rack,691,,Nordstrom Rack,,
North Face,692,,North Face,,
Northern Tool,693,,Northern Tool,,
Not Your Average Joe's,694,,Not Your Average Joe's,,
Nutrisystem,695,,Nutrisystem,,
O'Charleys,699,326,O'Charleys,http://www.ocharleys.com/gift-cards/,1-866-956-0956
O'Reilly Auto Parts,715,67,O'Reilly Auto Parts,https://www.oreillyauto.com/site/fi/giftcard.oap,1-800-755-6759
Oakland Athletics,696,,Oakland Athletics,,
Oakley,697,,Oakley,,
Ocean State Job Lot,698,,Ocean State Job Lot,,
Off Broadway Shoes,700,,Off Broadway Shoes,,
Office Depot,701,98,Office Depot,https://www.officedepot.com/giftCardBalance.do,1-877-776-5056
OfficeMax,702,107,OfficeMax,https://www.officemax.com/cart/checkGiftCardBalance.jsp?cm_mmc=CJ-_-Skimlinks-_-OfficeMax+-+Homepage-_-7103042&affcode=CJ,1-800-283-7674
Old Chicago,703,,Old Chicago,,
Old Country Buffet,704,,Old Country Buffet,,
Old Navy,705,49,Old Navy,http://oldnavy.gap.com/browse/info.do?cid=35433#open,1-800-653-6289
Olive Garden,706,88,Olive Garden,https://gift.olivegarden.com/giftcard/balance.aspx,1-877-2364120
Ollies Barg Outlet,707,,Ollies Barg Outlet,,
Olympia Sports,708,,Olympia Sports,,
Omaha Steaks,709,126,Omaha Steaks,https://www.omahasteaks.com/servlet/OnlineShopping;jsessionid=7207D5AB83BFF03CB573B56FBD3B268E?Dsp=280,1-800-960-8400
On the Border,710,,On the Border,,
Orange Julius,712,,Orange Julius,,
Orange Leaf,713,,Orange Leaf,,
